,Name,Continent,Country,Min_Altitude,Max_Altitude,Total_ski_routes,Easy,Intermediate,Difficult,Aditional_Routes,Lifts,Adults,Current_season_start,Current_season_finish,General_season_start,General_season_finish,Opening_time,Closing_time
1024,Lost Trail Powder Mountain,America, United States,1960,2550,50.0,15.0,25.0,10.0,,8.0,46.0,,,,early April, 09:30,16:00Limited opening times during the week
1025,Sundance,America, United States,1850,2515,44.0,15.0,20.0,9.0,,6.0,85.0,,, early December,late April, 09:00,21:00
1027,Discovery Ski Area,America, United States,1758,2484,45.0,12.0,12.0,21.0,30.0,7.0,49.0,,, late November,early April, 09:00,16:00
1028,Mad River Glen,America, United States,487,1108,46.0,14.0,17.0,15.0,,4.0,92.0,,, early December,early May, 09:00,16:00
1029,June Mountain,America, United States,2288,3075,35.7,2.1,12.9,20.7,,6.0,129.0, 2021-12-11,2022-04-18, mid December,early April, 08:30,16:00
1031,Donner Ski Ranch,America, United States,2142,2371,52.0,13.0,26.0,13.0,,6.0,79.0,,, mid December,early April, 09:00,16:00
1033,Dodge Ridge,America, United States,2011,2499,50.0,10.0,20.0,20.0,,10.0,78.0,,, early December,early April, 09:00,16:00
1034,Attitash Mountain Resort,America, United States,183,716,37.0,7.4,17.4,12.2,,8.0,94.0, 2021-12-11,2022-04-03, late November,early April, 09:00,16:00
1035,Cranmore Mountain Resort,America, United States,267,609,43.0,16.0,19.0,8.0,7.0,6.0,89.0,,, mid December,mid April, 09:00,16:00
1036,Mt. Sunapee,America, United States,385,828,30.0,8.0,16.0,6.0,,8.0,99.0,,,,mid March, 08:00,16:00Limited opening times during the week
1037,Silver Mountain,America, United States,1250,1920,25.0,4.0,8.0,13.0,,6.0,62.0,,,,early April, 08:15,17:00
1038,Brundage Mountain,America, United States,1780,2328,30.0,6.0,15.0,9.0,,5.0,70.0,,, mid November,early April, 09:30,16:30
1040,Snowshoe Mountain,America, United States,1000,1478,31.0,14.0,11.0,6.0,,12.0,119.0, 2021-12-03,2022-03-27, late November,late March, 09:00,16:30
1041,Ragged Mountain,America, United States,340,680,22.5,4.5,10.0,8.0,,4.0,84.0,,,,late March, 09:00,16:00
1042,Terry Peak,America, United States,1800,2130,16.0,4.7,7.2,4.1,,4.0,58.0,,,,early April, 09:00,16:00
1043,Granite Peak at Rib Mountain State Park,America, United States,380,594,20.0,10.0,5.0,5.0,,5.0,82.0,,, early December,late March, 08:30,16:00
1044,Santa Fé,America, United States,3154,3679,34.0,9.0,15.0,10.0,,5.0,80.0,,, late November,late March, 09:00,16:00
1045,Snow Valley,America, United States,2050,2390,34.0,4.0,20.0,10.0,,9.0,89.0,,, late November,mid April, 08:30,16:00
1046,Wildcat Mountain,America, United States,594,1238,25.0,5.2,12.1,7.7,,4.0,94.0, 2021-12-10,2022-04-10, late November,early April, 08:30,15:30
1047,Beaver Mountain,America, United States,2195,2700,30.0,10.0,12.0,8.0,,4.0,50.0,,, early December,early April, 09:00,16:00
1048,Saddleback,America, United States,646,1220,22.0,4.0,8.0,10.0,,4.0,79.0,,, mid December,, 08:30,15:55Limited opening times during the week
1049,Camelback,America, United States,380,623,34.0,20.0,11.0,3.0,,9.0,70.0,,,,, 09:00,16:00
1051,Willamette Pass   Crescent,America, United States,1560,2036,29.0,6.0,13.0,10.0,,5.0,60.0,,, mid November,, 09:00,16:00
1053,Montana Snowbowl,America, United States,1523,2316,31.0,5.0,12.0,14.0,,5.0,50.0,,,,, 09:00,16:00Limited opening times during the week
1055,Lookout Pass,America, United States,1450,1675,31.0,8.0,14.0,9.0,,4.0,49.0,,,,, 08:30,16:00
1056,Belleayre Mountain,America, United States,617,1045,20.0,5.0,11.0,4.0,,5.0,95.0, 2021-12-10,2022-04-04, late November,, 09:00,16:00
1057,Mountain Creek   Vernon,America, United States,134,451,24.0,4.0,14.0,6.0,,7.0,79.99,,,,,,
1058,The Summit at Snoqualmie,America, United States,800,1180,27.9,5.2,13.7,9.0,100.0,21.0,95.0,,, early December,, 09:00,16:00
1060,Sandia Peak,America, United States,2630,3140,31.0,8.0,20.0,3.0,,5.0,55.0,,,,, 09:00,20:00
1061,Bristol Mountain,America, United States,304,670,20.0,6.0,10.0,4.0,,5.0,79.0,,,,, 09:00,10:00
1062,Mt. Spokane,America, United States,1185,1795,26.0,7.0,5.0,14.0,,6.0,62.0,,,,, 09:00,21:30
1063,Monarch,America, United States,3290,3630,31.0,5.0,14.0,12.0,,5.0,89.0,,, mid November,, 09:00,16:00
1064,Pats Peak,America, United States,180,426,33.0,10.0,8.0,15.0,,9.0,72.0,,,,, 08:30,16:00
1065,Wachusett Mountain,America, United States,306,611,12.0,3.6,4.8,3.6,,4.0,71.0,,, early December,, 09:00,16:00
1066,Boyne Highlands,America, United States,240,408,25.7,10.3,7.7,7.7,,8.0,98.0,,,,, 09:00,16:30
1067,Granby Ranch,America, United States,2499,2804,20.0,6.0,10.0,4.0,,5.0,84.0,,, mid December,, 09:00,16:00
1068,Magic Mountain,America, United States,350,868,23.0,7.0,7.0,9.0,,5.0,74.0,,, mid December,, 08:30,16:00Limited opening times during the week
1069,Blue Mountain,America, United States,140,470,18.0,10.0,6.0,2.0,,6.0,79.0,,,,, 08:30,22:00
1070,Diamond Peak,America, United States,2042,2602,17.0,2.0,8.0,7.0,,6.0,109.0,,, mid December,, 08:00,16:00
1071,Titus Mountain,America, United States,58,423,27.0,10.0,10.0,7.0,,10.0,49.0,,, mid December,, 09:00,22:00
1072,Sugar Mountain,America, United States,1249,1589,14.0,4.0,7.0,3.0,,7.0,75.0,,,,, 09:00,16:30
1073,Maverick Mountain,America, United States,1980,2596,20.0,6.0,8.0,6.0,,1.0,39.0,,,,, 09:30,16:00
1077,Cooper,America, United States,3200,3566,26.0,8.0,10.0,8.0,,4.0,56.0,,,,, 09:00,16:00
1078,Pebble Creek,America, United States,1938,2609,19.0,6.0,9.0,4.0,,3.0,47.0,,,,, 09:30,16:00
1079,Shawnee Peak,America, United States,160,550,23.0,4.0,12.0,7.0,,4.0,75.0,,,,, 09:00,16:00
1080,Mt. Baldy,America, United States,1977,2620,20.0,3.0,6.0,11.0,,4.0,76.0,,, late November,, 09:00,16:00
1081,Mt. Shasta Ski Park,America, United States,1670,2100,23.0,5.0,8.0,10.0,,3.0,65.0,,,,, 09:00,21:00
1082,Butternut,America, United States,250,540,22.0,4.4,13.2,4.4,,5.0,65.0,,,,, 08:15,16:00Limited opening times during the week
1083,Sunlight Mountain,America, United States,2403,3015,20.0,4.0,11.0,5.0,,3.0,65.0,,, early December,, 09:00,16:00
1084,Holimont,America, United States,475,689,20.0,4.0,6.0,10.0,,8.0,75.0,,,,, 09:30,16:20
1085,Seven Springs,America, United States,690,915,17.0,6.0,7.0,4.0,,10.0,89.0,,,,, 09:00,22:00
1086,Cherry Peak,America, United States,2250,2635,20.0,5.0,10.0,5.0,,3.0,40.0,,, late November,, 09:00,21:00
1087,Red River,America, United States,2640,3135,20.0,7.0,6.0,7.0,,7.0,79.0,,,,, 09:00,16:00
1088,Showdown,America, United States,2090,2500,20.0,6.0,8.0,6.0,,3.0,47.0,,,,, 09:30,16:00
1089,Burke Mountain,America, United States,371,975,10.0,2.0,4.0,4.0,,5.0,73.0,,,,, 10:00,16:00
1091,Nordic Valley,America, United States,1632,2153,9.5,2.5,4.0,3.0,,4.0,50.0,,, mid November,, 09:00,21:00
1093,Arctic Valley,America, United States,762,1188,25.0,5.0,10.0,10.0,,4.0,45.0,,,,, 10:30,16:00Limited opening times during the week
1095,Greek Peak,America, United States,350,640,19.0,9.0,4.0,6.0,,6.0,84.0,,, early December,, 09:30,18:00
1096,Bigrock Mountain,America, United States,200,498,20.0,2.0,14.0,4.0,,2.0,40.0,,,,, 09:00,16:00
1098,Shawnee Mountain,America, United States,145,350,18.0,4.0,9.0,5.0,,6.0,65.0,,,,, 09:00,21:00
1099,Pine Creek,America, United States,2095,2508,16.0,4.0,7.0,5.0,,1.0,45.0,,,,, 09:30,16:00
1100,Wisp   McHenry (Deep Creek Lake),America, United States,736,950,16.0,5.6,6.1,4.3,,8.0,89.0,,,,, 10:00,16:00
1101,Plattekill,America, United States,696,1014,16.5,4.5,6.0,6.0,,3.0,67.0,,,,, 08:45,16:15
1103,Eaglecrest   Juneau,America, United States,350,820,17.0,3.4,6.8,6.8,,4.0,59.0,,,,, 09:00,15:00
1104,Snowy Range,America, United States,2678,2945,16.5,4.5,9.0,3.0,,4.0,49.0,,,,, 09:00,16:00
1105,Blue Knob,America, United States,634,960,16.0,5.0,8.0,3.0,,4.0,75.0,,,,, 10:00,21:00
1106,Skiland   Mt. Aurora,America, United States,425,745,17.0,4.0,9.0,4.0,,1.0,40.0,,,,, 10:00,17:00Limited opening times during the week
1107,Boyne Mountain,America, United States,220,372,14.0,4.5,6.0,3.5,,10.0,98.0,,,,, 09:00,16:30
1108,Labrador Mountain,America, United States,360,570,17.0,6.0,6.0,5.0,,4.0,61.0,,, early December,, 09:00,16:30Limited opening times during the week
1109,Hoodoo Ski Area,America, United States,1430,1740,17.0,6.0,8.0,3.0,,5.0,59.0,,,,, 09:00,16:00
1111,Snow King Mountain   Jackson,America, United States,1900,2380,9.0,3.0,2.5,3.5,,5.0,59.0,,, early December,, 10:00,16:00
1112,Giants Ridge,America, United States,440,560,12.0,4.0,5.0,3.0,,6.0,58.0,,,,, 09:30,16:30
1113,"[""Nub's Nob Ski Area""]",America, United States,280,403,18.9,6.2,9.0,3.7,,11.0,85.0,,,,, 09:00,16:30
1114,Sipapu,America, United States,2500,2825,18.0,3.0,7.0,8.0,,5.0,55.0,,,,, 09:00,16:00
1115,Middlebury College Snow Bowl,America, United States,555,810,15.0,5.0,4.0,6.0,,3.0,60.0,,,,, 08:30,16:00Limited opening times during the week
1116,Pomerelle,America, United States,2358,2640,15.0,4.0,7.0,4.0,,2.0,45.0,,,,, 09:00,16:00Limited opening times during the week
1117,Berkshire East,America, United States,201,561,13.0,6.0,4.0,3.0,,4.0,72.0,,,,, 09:00,16:30
1118,Sleeping Giant,America, United States,2025,2265,17.0,3.0,8.0,6.0,,2.0,46.0,,,,, 09:30,16:00
1121,Whitetail,America, United States,261,545,10.2,1.5,5.6,3.1,,6.0,79.0,,,,, 08:30,22:00
1122,Dollar Mountain   Sun Valley,America, United States,1832,2023,9.0,7.0,2.0,0.0,,4.0,139.0,,,,,,
1123,Kelly Canyon,America, United States,1780,2030,12.0,4.0,5.0,3.0,,4.0,42.0,,,,, 09:30,17:00
1124,Mt. Ashland,America, United States,1932,2286,13.0,1.0,7.0,5.0,,4.0,52.0,,,,, 09:00,16:00
1125,Song Mountain,America, United States,400,585,13.0,4.5,6.0,2.5,,5.0,59.0,,,,, 09:30,21:00
1126,Shanty Creek Resorts   Schuss Mountain,America, United States,250,356,12.0,5.0,4.0,3.0,,5.0,73.0,,,,, 09:00,21:00Limited opening times during the week
1127,Jiminy Peak,America, United States,380,724,9.1,4.1,2.0,3.0,,7.0,91.0,,,,, 08:30,22:00Limited opening times during the week
1128,Crotched Mountain,America, United States,362,630,8.0,2.5,4.0,1.5,,4.0,69.0,,,,, 09:00,21:00
1129,Teton Pass,America, United States,1886,2194,15.0,6.0,5.0,4.0,,6.0,50.0,,, late November,, 09:30,16:00
1130,Loup Loup Ski Bowl,America, United States,1240,1620,11.0,3.0,5.0,3.0,,3.0,50.0,,,,, 09:00,15:45Limited opening times during the week
1131,Caberfae Peaks,America, United States,357,467,11.0,4.0,5.0,2.0,,5.0,59.0,,,,, 09:00,21:00
1132,Mt. Kato,America, United States,241,313,12.0,2.5,4.5,5.0,,10.0,46.0,,,,, 09:30,21:00Limited opening times during the week
1135,Big Powderhorn Mountain,America, United States,350,540,10.0,3.5,3.5,3.0,,10.0,69.0,,,,, 09:00,16:00
1136,Mt. Bohemia,America, United States,190,445,13.0,0.0,3.0,10.0,,2.0,68.0,,, mid December,, 09:30,17:00Limited opening times during the week
1137,Jack Frost Mountain,America, United States,427,610,12.0,6.0,5.5,0.5,,11.0,103.0,,,,, 09:00,21:00
1138,Bear Creek Mountain Resort,America, United States,180,335,10.0,3.0,4.0,3.0,,4.0,60.0,,,,, 09:00,21:00
1139,Tahoe Donner,America, United States,2057,2240,14.0,6.0,8.0,0.0,,2.0,89.0,,, early December,, 09:00,16:00
1140,Suicide Six,America, United States,220,411,10.5,3.5,4.0,3.0,,3.0,75.0,,,,, 09:00,16:00
