,Name,Continent,Country,Min_Altitude,Max_Altitude,Total_ski_routes,Easy,Intermediate,Difficult,Aditional_Routes,Lifts,Adults,Current_season_start,Current_season_finish,General_season_start,General_season_finish,Opening_time,Closing_time
494,Karkogel   Abtenau,Europe, Austria,712,1200,9.0,4.4,1.6,3.0,,5.0,36.5, 2021-12-18,2022-03-20, mid December,early April, 08:30,16:00
495,Réallon,Europe, France,1560,2146,30.0,20.0,8.0,2.0,,8.0,,,,,early April,,
496,Glenshee,Europe, United Kingdom,650,900,40.0,24.0,10.0,6.0,,21.0,37.0, 2021-12-18,2022-04-18, depending on snow conditions,early April, 08:30,17:00
497,Roubion les Buisses,Europe, France,1420,1920,30.0,16.0,12.0,2.0,,7.0,,,,,mid March,,
498,Ceillac en Queyras,Europe, France,1650,2500,25.0,12.0,12.0,1.0,,6.0,,,, early December,early April, 09:00,17:00
499,Stöten,Europe, Sweeden,443,830,32.0,26.0,3.0,3.0,,21.0,,,,,early May, 09:00,16:30
500,Mt. Cheget,Europe, Russia,2120,3260,20.0,6.0,10.0,4.0,,,,,, early December,mid March, 09:00,16:00
501,Hochkar   Göstling,Europe, Austria,1380,1808,19.2,5.7,10.0,3.5,,8.0,40.0,,, early December,early April, 09:00,16:00
502,Bernex,Europe, France,1000,1912,19.0,8.0,7.0,4.0,,12.0,24.5, 2021-12-18,2022-03-27, mid December,early May, 08:45,16:45
503,Pelvoux/Vallouise,Europe, France,1250,2300,23.0,13.7,8.0,1.3,,7.0,23.5, 2021-12-11,2022-04-18, late December,late April, 09:00,16:50
504,Cambre d'Aze   Eyne/Saint Pierre dels Forcats,Europe,error,1640,2400,22.5,12.8,6.9,2.8,,15.0,,,,,early May,,
505,Baranci (Haunold)   San Candido (Innichen),Europe, Italia,1175,1610,12.6,7.2,5.1,0.3,,5.0,,,, early December,early April, 08:30,16:30
506,Hündle/Thalkirchdorf (Oberstaufen),Europe, Deutschland,750,1210,18.0,10.1,7.3,0.6,2.5,9.0,34.0, 2021-12-11,2022-03-27, depending on snow conditions,early April, 09:00,16:30
507,Vogel   Bohinj,Europe, Slovenia,569,1800,22.0,9.5,12.5,0.0,,9.0,33.0, 2021-12-04,2022-04-24, early December,early April, 09:00,16:00
508,Prati di Tivo,Europe, Italia,1395,2028,7.5,1.5,5.0,1.0,,3.0,,,,,early April,,
509,Gran Sasso   Campo Imperatore,Europe, Italia,1115,2235,13.1,3.6,4.5,5.0,14.0,4.0,,,,,mid April,,
510,Rauland Skisenter/Holtardalen,Europe,error,805,1140,32.0,9.0,17.0,6.0,,10.0,,,,,mid April, 10:00,16:00
511,Campitello Matese,Europe, Italia,1417,1872,19.9,1.6,16.1,2.2,,5.0,,,,,early April,,
512,Wispile   Gstaad,Europe, Switzerland,1046,1941,8.9,3.6,3.7,1.6,,5.0,,,, mid December,late March, 09:00,16:30
513,Crissolo   Monviso,Europe, Italia,1333,2400,20.0,5.0,8.0,7.0,4.0,3.0,,,,,late April, 09:00,16:30
514,Steckenberg   Unterammergau,Europe, Deutschland,840,1050,8.0,2.0,5.0,1.0,,8.0,19.5, 2021-12-11,2022-03-20, mid December,early April, 08:30,16:30
515,Schöneck (Skiwelt),Europe,error,620,760,2.2,0.6,1.0,0.6,,4.0,23.0, 2021-12-11,2022-03-27, early January,mid March, 09:00,21:00
516,Hochstein   Lienz,Europe, Austria,668,2023,16.0,0.5,11.3,4.2,,4.0,52.0, 2021-12-18,2022-03-13, mid December,mid March, 09:00,16:00
517,Karwendel Bergbahn (Zwölferkopf)   Pertisau,Europe,error,960,1560,13.0,7.0,6.0,0.0,,7.0,30.0, 2021-12-11,2022-03-27, mid December,early April, 09:00,16:00
518,Elsigen Metsch   Frutigen,Europe,error,1250,2289,30.0,10.0,17.0,3.0,,9.0,52.0, 2021-11-27,2022-04-18, mid November,mid April, 08:30,16:30
519,Alpe del Nevegal,Europe,error,1050,1675,23.0,7.0,12.0,4.0,,5.0,,,,,late March,,
520,Obertilliach   Golzentipp,Europe, Austria,1430,2248,12.2,3.4,7.8,1.0,3.0,5.0,38.0, 2021-12-11,2022-04-18, mid December,early April, 09:00,16:00
521,Moléson,Europe, Switzerland,1100,2002,30.0,19.0,4.0,7.0,,5.0,32.0, 2021-12-11,2022-03-20, mid December,late March, 09:00,16:30
522,Mavrovo   Zare Lazareski,Europe,error,1255,1860,25.0,17.0,3.0,5.0,,14.0,20.0, 2021-12-15,2022-04-15, mid December,mid March, 08:00,16:00
523,Marbach   Marbachegg,Europe, Switzerland,885,1500,10.0,5.0,4.6,0.4,,4.0,36.0, 2021-12-18,2022-03-20, mid December,late March, 08:30,16:45
524,Crévacol,Europe, Italia,1640,2450,21.0,7.0,11.0,3.0,,3.0,,,,,late March, 08:45,16:30
525,Kouty nad Desnou,Europe, Czech_Republic,574,1095,11.5,5.5,5.3,0.7,,4.0,,,, early December,late March, 09:00,16:30
526,LeMelette   Gallio,Europe,error,1413,1733,18.2,2.2,11.9,4.1,,4.0,,,,,late March,,
527,Fendels,Europe, Austria,1325,2271,10.6,6.1,3.5,1.0,,6.0,41.0, 2021-12-11,2022-04-18, mid December,early March, 09:00,15:00
528,Ravna Planina,Europe, Bosnia,920,1281,12.5,10.7,1.4,0.4,,3.0,,,,,early April,,
529,Glencoe Mountain,Europe, Scotland,360,1070,24.3,7.0,10.0,7.3,,9.0,41.0, 2021-12-18,2022-04-18, mid December,late April, 09:00,16:00
530,Plešivec   Abertamy,Europe, Czech_Republic,721,1028,12.0,10.0,1.1,0.9,,6.0,27.0, 2021-12-11,2022-03-27, mid December,mid March, 09:00,16:00
531,Valgrande Pajares,Europe, España,1455,1840,25.0,12.0,10.0,3.0,,8.0,,,,,mid March,,
532,Horní Domky   Lysá Hora,Europe,error,657,1315,13.7,7.6,4.7,1.4,,8.0,31.0, 2021-12-11,2022-03-27, early December,late April, 08:00,16:00
533,Stara Planina   Babin Zub,Europe,error,1475,2169,13.0,7.0,3.0,3.0,,5.0,19.0, 2021-12-11,2022-04-18, early December,late March, 09:00,16:30
534,Argentera,Europe, Italia,1630,2480,20.0,10.0,8.0,2.0,,2.0,,,,,mid April,,
535,Vrådal,Europe, Norway,262,735,15.0,10.0,3.0,2.0,,5.0,43.0, 2021-12-18,2022-04-18, late November,early April, 10:00,16:00
536,San Isidro Zona Cebolledo,Europe,error,1640,2030,20.8,6.8,9.5,4.5,3.5,7.0,,,,,late March,,
537,Cmiljače   Bjelasica,Europe,error,1570,1907,,,,,,,,,,,late March,,
538,Funäsdalsberget,Europe, Sweeden,690,1005,10.0,4.0,4.0,2.0,,5.0,,,, late November,early April, 09:00,16:00
539,Ancelle,Europe, France,1340,1807,30.0,16.0,12.0,2.0,,13.0,25.7, 2021-12-11,2022-03-20, mid December,mid April, 09:00,17:00
540,Formiguères,Europe, France,1730,2320,22.0,15.0,6.0,1.0,,7.0,,,,,mid March,,
541,Colere,Europe, Italia,1050,2250,18.7,0.3,10.0,8.4,,5.0,,,,,late March,,
542,Corno alle Scale   Lizzano in Belvedere,Europe, Italia,1418,1945,14.0,5.0,7.0,2.0,,6.0,33.0, 2021-12-04,2022-04-18, early December,early April, 08:30,16:30
543,Vrátna,Europe, Slovakia,601,1532,15.0,2.0,9.0,4.0,,13.0,34.0, 2021-12-11,2022-04-03, early December,early April, 09:00,16:00
544,Monte Verena   Mezzaselva di Roana,Europe,error,1640,2020,7.0,2.0,2.0,3.0,,4.0,,,,,early March,,
545,Wiriehorn,Europe, Switzerland,984,1868,17.5,9.5,5.0,3.0,,5.0,,,, mid December,early April, 09:00,16:00
546,Aillons Margériaz,Europe, France,1370,1785,24.0,18.2,4.0,1.8,,12.0,,,,,late March, 09:00,17:00
547,Kelchsau,Europe, Austria,775,1605,10.9,6.8,4.1,0.0,,4.0,30.5, 2021-12-24,2022-03-13, mid December,depending on snow conditions, 08:30,16:30
548,Poiana Brașov,Europe, Romania,941,1783,13.7,5.8,2.8,5.1,5.0,10.0,30.0, 2021-12-11,2022-04-18, early December,late March, 09:00,16:00
549,Auronzo di Cadore   Monte Agudo,Europe, Italia,865,1534,7.0,3.0,3.0,1.0,,3.0,,,,,mid March,,
550,Kolasportland,Europe,error,390,852,30.0,15.0,14.0,1.0,,7.0,,,, mid November,late March, 10:00,18:00
551,Saint Léger les Mélèzes,Europe, France,1260,1982,24.0,10.0,12.0,2.0,,8.0,,,, mid December,mid April, 09:00,16:45
552,Kampenwand   Aschau im Chiemgau,Europe, Deutschland,626,1475,12.0,7.0,4.0,1.0,,4.0,32.0, 2021-12-25,2022-03-20, depending on snow conditions,mid March, 09:00,16:30
553,Zieleniec,Europe, Poland,811,1025,21.0,13.0,7.8,0.2,,28.0,24.0, 2021-12-03,2022-04-03, early December,mid April, 09:00,22:00
554,Unterbäch   Brandalp/Ginals,Europe,error,1200,2500,20.5,10.5,6.5,3.5,,6.0,42.0, 2021-12-18,2022-04-03, mid December,early April, 09:15,16:30
555,Ruzomberok Skipark,Europe, Slovakia,545,1209,12.0,3.0,7.5,1.5,,9.0,34.0, 2021-12-11,2022-03-27, early December,mid April, 08:30,16:00
556,L'Essert   Abondance,Europe, France,936,1730,15.0,11.0,3.0,1.0,,8.0,,,, mid December,late March, 08:30,16:30
557,La Covatilla   Sierra de Béjar,Europe, España,1990,2368,26.8,8.6,18.2,0.0,,3.0,,,,,early April,,
558,Veľká Rača,Europe, Slovakia,652,1041,12.0,5.0,6.0,1.0,,6.0,34.0, 2021-12-11,2022-04-03, early December,early April, 09:00,16:00
559,Sarn (Heinzenberg),Europe, Switzerland,1300,2075,20.0,8.0,10.0,2.0,,3.0,,,, mid December,mid March, 09:00,16:00
560,Col de Rousset,Europe, France,1255,1700,29.0,22.0,5.0,2.0,,11.0,,,,,early April,,
561,Praděd/Myšák   Malá Morávka (Ski Karlov),Europe,error,685,940,10.4,6.9,3.5,0.0,,6.0,,,,,late March, 09:00,16:00
562,Kanin   Sella Nevea/Bovec,Europe, Slovenia,1103,2292,10.5,4.2,6.3,0.0,,10.0,39.5, 2021-12-04,2022-05-01, early December,mid March, 09:00,16:00
563,Predeal,Europe, Romania,1040,1451,7.4,1.8,4.4,1.2,0.6,2.0,,,,,depending on snow conditions, 08:30,16:30
564,La Bresse   Hohneck,Europe, France,872,1350,21.0,13.0,7.0,1.0,1.0,16.0,32.0, 2021-12-04,2022-04-03, mid December,late March, 09:00,17:00
565,Kranjska Gora,Europe, Slovenia,800,1215,20.0,10.0,8.0,2.0,,17.0,35.5, 2021-12-11,2022-03-27, early December,early April, 08:00,13:00
566,Alpe di Mera   Scopello,Europe, Italia,702,1742,16.0,2.7,13.3,0.0,,5.0,,,, mid December,early April, 09:00,17:30
567,Panarotta 2002   Valsugana,Europe, Italia,1518,2002,18.0,6.0,6.0,6.0,,3.0,30.0, 2021-12-04,2022-04-03, early December,mid March, 08:30,16:00
568,Le Semnoz,Europe, France,1450,1704,18.0,12.0,5.0,1.0,,10.0,,,, early December,late March, 09:00,17:00
569,Sattel   Hochstuckli,Europe, Switzerland,800,1491,12.0,6.0,6.0,0.0,2.0,5.0,36.0, 2021-12-04,2022-03-20, mid December,mid March, 09:00,16:15
570,Sampeyre,Europe, Italia,980,1860,17.2,9.4,6.8,1.0,,2.0,,,,,late March,,
571,Bielmonte,Europe, Italia,1229,1621,20.0,10.0,8.0,2.0,,7.0,,,,,depending on snow conditions,,
572,Jöchelspitze   Bach,Europe, Austria,1200,1800,5.0,2.5,2.5,0.0,,2.0,42.0, 2021-12-18,2022-03-20, mid December,early April, 09:00,16:00
573,Cairngorm Mountain,Europe, United Kingdom,640,1230,32.0,24.0,6.0,2.0,,11.0,35.0, 2021-12-18,2022-05-01, late November,depending on snow conditions, 09:00,16:00
574,La Fouly,Europe, Switzerland,1600,2200,20.0,6.0,4.0,10.0,,3.0,,,,,late March,,
575,Hochwang   Goldgruben,Europe,error,1548,2204,20.0,9.0,9.0,2.0,,3.0,,,,,early April,,
577,Lizzola,Europe, Italia,1262,2028,20.0,2.0,18.0,0.0,,4.0,,,,,early April, 09:00,16:30
578,Oeschinensee   Kandersteg,Europe, Switzerland,1200,1680,12.0,5.8,6.2,0.0,,5.0,41.0, 2021-12-18,2022-03-20, mid December,early March, 09:00,17:00
579,Chiomonte Frais,Europe, Italia,1460,2090,19.0,6.0,12.0,1.0,6.0,,,,,,late March,,
580,Szklarska Poręba   Szrenica,Europe, Poland,707,1362,12.0,3.3,6.7,2.0,,8.0,25.0, 2021-12-04,2022-04-03, early December,late March, 08:30,16:00
581,Klövsjö/Storhogna,Europe, Sweeden,448,875,19.0,13.0,3.0,3.0,,14.0,53.0, 2021-11-27,2022-04-18, early November,late March, 09:00,16:00
582,Duved/Tegefjäll,Europe, Sweeden,420,794,20.0,8.0,12.0,0.0,,10.0,,,, late November,mid April, 09:30,16:00
583,Gautefall,Europe, Norway,500,700,13.4,6.6,5.2,1.6,,4.0,,,,,late March, 10:00,16:00
584,Le Mourtis,Europe, France,1420,1860,25.0,13.0,10.0,2.0,,10.0,,,,,early April, 09:00,17:00
585,TschentenAlp   Adelboden,Europe, Switzerland,1370,1960,10.0,1.5,7.0,1.5,,4.0,,,,,early April,,
586,Le Grand Puy,Europe, France,1280,1736,22.0,12.0,7.0,3.0,,5.0,,,,,late March, 09:00,16:00
587,Val Louron,Europe, France,1450,2055,19.0,9.0,8.2,1.8,,9.0,,,,,early May,,
588,Sjusjøen,Europe, Norway,700,945,7.0,4.0,2.0,1.0,,3.0,,,,,early April, 10:00,16:00
589,Kasprowy Wierch   Zakopane,Europe, Poland,1014,1987,15.0,3.5,11.5,0.0,,4.0,28.0, 2021-12-18,2022-05-01, early December,late March, 09:00,16:00
590,Kellerjoch   Schwaz,Europe, Austria,1352,1887,14.0,9.5,2.4,2.1,1.0,3.0,34.0, 2021-12-18,2022-03-27, depending on snow conditions,late March, 09:00,16:00
591,Szymoszkowa,Europe, Poland,865,1126,4.0,2.0,2.0,0.0,,2.0,25.0, 2021-12-11,2022-04-03, early December,depending on snow conditions, 09:00,20:00
592,Vasilitsa,Europe, Macedonia,1642,2110,22.0,4.0,14.0,4.0,,7.0,,,,,early March, 09:00,16:00
593,Pescasseroli,Europe, Italia,1235,1820,8.5,3.2,3.4,1.9,,5.0,28.0, 2021-12-11,2022-04-03, mid December,early April, 09:00,17:00
594,Klippitztörl,Europe, Austria,1460,1818,28.0,18.0,10.0,0.0,1.0,6.0,37.0, 2021-12-11,2022-04-18, early December,early April, 09:00,16:00
595,Pian Munè   Paesana,Europe, Italia,1530,2060,16.0,7.0,7.0,2.0,,2.0,,,,,mid March, 08:30,16:30
596,Planneralm   Donnersbach,Europe, Austria,1600,2000,15.0,2.0,11.0,2.0,3.0,5.0,44.0, 2021-12-04,2022-04-18, early December,early April, 09:00,16:00
597,Bivio,Europe, Switzerland,1769,2560,30.0,13.0,13.0,4.0,,4.0,40.0, 2021-12-18,2022-04-18, mid December,late March, 09:00,16:00
598,Tjørhomfjellet/Ålsheia Skisenter   Sirdal,Europe,error,560,924,17.0,10.0,6.0,1.0,,9.0,,,,,early April, 09:30,16:00
599,Uvdal Alpinsenter,Europe, Norway,656,1203,20.0,14.0,5.0,1.0,,4.0,,,,,early April, 10:00,16:00
600,Śnieżka   Karpacz,Europe, Poland,820,1350,5.8,2.6,1.7,1.5,,6.0,22.0, 2021-12-04,2022-04-18, early December,mid March, 08:30,17:00
601,Babin Do   Bjelašnica,Europe, Bosnia,1270,2067,12.5,4.5,7.0,1.0,,8.0,,,, mid December,late March, 08:00,16:00
602,Bödele   Schwarzenberg,Europe, Austria,700,1467,25.0,9.0,12.0,4.0,5.6,12.0,35.7, 2021-12-04,2022-04-03, early December,mid March, 08:30,16:00
603,Champex Lac (Orsières),Europe, Switzerland,1486,2194,15.0,3.0,10.0,2.0,,4.0,,,,,late March,,
604,Les Mosses/La Lécherette,Europe, Switzerland,1445,1870,40.0,10.0,30.0,0.0,,13.0,,,, mid December,mid March, 09:00,16:30
605,Spiazzi di Gromo,Europe, Italia,1156,1705,15.0,1.0,12.0,2.0,,4.0,,,,,early April,,
606,Valdesquí,Europe, España,1860,2278,22.3,18.8,3.5,0.0,,13.0,,,,,late March, 09:00,16:30
607,Campo Stella   Leonessa,Europe, Italia,1129,1696,14.0,11.0,1.0,2.0,,2.0,,,,,late March,,
608,Bugnenets Savagnières   Saint Imier,Europe, Switzerland,1091,1460,30.0,10.0,10.0,10.0,,8.0,,,,,mid March,,
609,Adria Ski   Kupres,Europe, Bosnia,1189,1528,13.0,5.9,7.1,0.0,,5.0,,,,,depending on snow conditions, 09:00,16:00
610,Puerto Navacerrada,Europe, España,1703,2174,10.0,3.0,6.0,1.0,,5.0,,,,,mid March,,
611,Brezovica,Europe, Slovakia,1718,2522,15.6,2.0,10.1,3.5,,,,,,,late March,,
612,Czarna Góra   Sienna,Europe, Poland,835,1250,9.3,1.5,6.2,1.6,,9.0,,,,,mid March, 09:00,22:00
613,Aillon le Jeune,Europe, France,945,1541,16.0,10.0,4.0,2.0,,9.0,,,, mid December,mid April, 09:00,17:00
614,Meander Skipark   Oravice,Europe,error,785,1055,7.5,2.0,5.5,0.0,,3.0,,,,,early April, 09:00,16:00
615,Ötscher   Lackenhof (Gaming),Europe, Austria,812,1426,15.5,5.3,6.6,3.6,,8.0,40.0,,, early December,late March, 08:00,16:00
616,Audibergue,Europe, France,1405,1657,29.0,16.0,12.0,1.0,,6.0,,,,,early May,,
617,Bjursås Ski Center,Europe,error,214,394,12.6,5.6,4.1,2.9,,7.0,,,,,late March, 10:00,16:00
618,Ascou Pailhères,Europe, France,1500,2000,20.0,11.0,7.0,2.0,,6.0,,,,,late March,,
619,Autrans   La Sure,Europe, France,1050,1710,20.0,10.0,8.0,2.0,,7.0,,,, late November,late March, 09:00,17:00
620,Björnrike,Europe, Sweeden,506,946,14.0,8.0,4.0,2.0,,12.0,,,, mid November,late March, 09:00,16:00
621,Méaudre,Europe, France,1012,1600,18.0,12.0,5.0,1.0,,10.0,,,, mid December,depending on snow conditions, 09:00,17:00
622,Palumbosila,Europe,error,1350,1650,20.0,11.0,9.0,0.0,,,,,,,early April,,
623,Azuga,Europe, Romania,978,1539,8.0,2.5,5.5,0.0,,6.0,,,,,early April,,
624,Schattwald/Zöblen,Europe, Austria,1090,1565,10.3,4.5,3.7,2.1,,4.0,42.0, 2021-12-11,2022-03-20, early December,early April, 08:30,16:00
625,Borno   Monte Altissimo,Europe, Italia,952,1694,14.4,0.5,10.8,3.1,,4.0,,,, early December,mid March, 09:00,16:30
626,Amden   Arvenbüel/Mattstock,Europe,error,931,1684,20.0,10.0,10.0,0.0,,6.0,32.0, 2021-12-11,2022-03-20, depending on snow conditions,depending on snow conditions, 09:00,16:15
627,Etna Nord   Linguaglossa,Europe, Italia,1810,2336,10.3,1.5,8.8,0.0,,4.0,,,,,early April, 09:00,16:00
628,Rosswald   Brig,Europe, Switzerland,1819,2536,9.0,3.0,2.0,4.0,7.0,5.0,,,,,early April,,
629,Bodrost/Kartala,Europe,error,1440,2350,5.0,0.5,4.5,0.0,,,,,,,mid April,,
630,Unternberg (Ruhpolding),Europe, Deutschland,710,1417,2.5,1.5,1.0,0.0,3.6,4.0,24.0, 2021-12-18,2022-03-20, mid December,late March, 09:00,16:00
631,SnowWorld Zoetermeer,Europe, Netherlands,15,80,0.6,0.3,0.3,0.0,,6.0,48.5, Year-round__,, Year-round__,depending on snow conditions, 09:00,23:00
632,Todtnauberg,Europe, Deutschland,1000,1400,13.0,0.0,13.0,0.0,9.3,5.0,32.0, 2021-12-18,2022-03-27, mid December,late March, 09:00,16:30
633,Saint Michel de Chaillol,Europe, France,1450,2000,13.0,5.0,5.0,3.0,,8.0,,,, early December,late April, 09:00,16:45
635,Chalmazel,Europe, France,1110,1600,12.0,5.0,5.0,2.0,,9.0,,,,,mid April, 09:00,17:00
636,Gresse en Vercors,Europe, France,1245,1751,20.0,8.0,7.0,5.0,,10.0,20.3, 2021-12-17,2022-03-27, mid December,mid March, 09:00,16:30
637,Dolní Morava   Králický Sněžník,Europe, Czech_Republic,650,1232,10.7,6.4,3.7,0.6,,7.0,,,, early December,early April, 08:30,16:00
638,Javalambre,Europe, España,1650,2000,15.0,14.0,1.0,0.0,,7.0,,,,,late March, 09:00,17:00
639,Passo Rolle (Rolle Pass),Europe, Italia,1873,2216,15.0,5.0,7.0,3.0,,5.0,,,, early December,late March, 08:30,16:30
640,Hochrindl   Sirnitz,Europe, Austria,1540,1886,20.6,5.4,11.4,3.8,,7.0,36.0, 2021-12-18,2022-03-20, early December,late March, 09:00,16:00
641,Trillevallen,Europe, Sweeden,673,990,22.0,5.0,12.0,5.0,,8.0,,,,,late March, 09:00,16:00
642,Serles   Mieders,Europe, Austria,960,1674,5.7,2.2,3.5,0.0,,4.0,35.5, 2021-12-18,2022-03-20, mid December,late March, 09:00,16:30
643,Røldal,Europe, Norway,680,1300,12.0,7.0,4.0,1.0,,7.0,,,, early December,late March, 10:00,16:00
644,Ramzová Bonera   Šerák,Europe,error,782,1351,8.0,2.0,5.0,1.0,,5.0,,,, mid December,mid April, 08:30,16:30
645,Breitenberg/Hochalpe   Pfronten,Europe,error,800,1675,7.0,1.0,6.0,0.0,4.0,6.0,30.0, 2021-12-18,2022-03-27, mid December,late March, 09:00,16:30
646,Paseky nad Jizerou,Europe, Czech_Republic,620,860,10.3,6.5,3.8,0.0,,4.0,20.0, 2021-12-18,2022-03-20, early December,late March, 08:00,16:30
647,Mittagbahn   Immenstadt,Europe, Deutschland,765,1405,12.0,1.0,6.0,5.0,,2.0,,,, mid December,mid March, 08:00,16:00
648,Prali,Europe, Italia,1450,2510,9.0,2.0,4.0,3.0,,4.0,,,,,early April,,
649,Hauereck   St. Kathrein am Hauenstein,Europe, Austria,1000,1305,5.0,2.0,2.0,1.0,,3.0,31.5, 2021-12-18,2022-03-20, early December,mid March, 09:00,16:00
650,Graukogel   Bad Gastein,Europe, Austria,1079,2007,11.9,3.5,6.4,2.0,2.2,,, 2021-12-25,2022-03-27, late December,early April, 09:00,16:00
651,Kongsberg (Skimore),Europe, Norway,235,565,9.0,5.0,2.0,2.0,,5.0,,,,,mid March, 10:00,16:00
652,Brusson   Estoul,Europe, Italia,1803,2235,16.0,3.0,13.0,0.0,,3.0,,,,,early March,,
653,Cima Piazzi/San Colombano   Isolaccia/Oga,Europe,error,1340,2547,9.0,0.3,8.7,0.0,,9.0,40.0, 2021-11-27,2022-04-18, early December,mid March, 09:00,16:00
654,Tanvaldský Špičák,Europe, Czech_Republic,542,812,7.6,4.8,2.2,0.6,,6.0,,,,,late March, 08:30,16:00
655,Wunderwiese   Puchberg am Schneeberg,Europe,error,810,1210,7.8,3.8,4.0,0.0,,3.0,29.0, 2021-12-18,2022-03-13, early December,late March, 09:00,16:00Limited opening times during the week
656,Vichères (Liddes),Europe, Switzerland,1595,2267,15.0,7.0,5.0,3.0,,4.0,,,,,mid March,,
657,Les Monts d'Olmes,Europe, France,1400,1950,23.0,10.0,13.0,0.0,,13.0,,,,,early April,,
658,Bagolino,Europe, Italia,1500,2185,15.0,3.0,10.0,2.0,,,,,,,mid March, 08:30,16:30
659,Buková hora   Čenkovice/Červená Voda,Europe, Czech_Republic,557,958,8.5,2.5,6.0,0.0,,8.0,,,, early December,late March, 09:00,16:00
660,Vigla Pisoderi/Verno   Florina,Europe,error,1455,1970,11.2,4.2,6.0,1.0,16.8,5.0,,,,,late March, 09:00,16:00
661,Kraličák   Hynčice pod Sušinou/Stříbrnice,Europe,error,630,870,7.0,2.5,3.6,0.9,,9.0,,,,,late April, 09:00,16:00
662,Beskid Sport Arena (Szczyrk),Europe, Poland,600,840,3.5,1.5,1.2,0.8,,4.0,,,,,mid March, 07:00,14:00
663,Arvieux,Europe, France,1550,2200,18.0,8.0,2.0,8.0,,6.0,,,, mid December,mid March, 09:00,16:30
664,Tahko,Europe, Finland,84,284,20.0,10.0,8.0,2.0,,14.0,,,,,mid April,,
665,Sappada,Europe, Italia,1223,2000,15.0,7.0,8.0,0.0,,10.0,39.5, 2021-12-04,2022-04-18, mid December,late March, 09:00,16:00
666,Transalpina   Vidra/Voineasa,Europe,error,1320,1940,6.1,3.8,2.3,0.0,,5.0,,,,,mid March,,
667,Galsterberg   Pruggern,Europe, Austria,1000,1976,12.0,4.0,7.0,1.0,2.0,4.0,50.5, 2021-12-08,2022-03-27, depending on snow conditions,early March, 08:30,16:15
668,Camigliatello Silano,Europe, Italia,1378,1785,4.3,2.4,1.9,0.0,,1.0,,,,,late March,,
669,Fuentes de Invierno,Europe, España,1487,1950,8.8,4.2,3.3,1.3,,4.0,27.0, 2021-12-04,2022-04-03, early December,late March, 09:00,16:45
670,Minschuns   Val Müstair Tschierv,Europe, Switzerland,2117,2700,25.0,17.0,5.0,3.0,,4.0,37.0, 2021-12-18,2022-03-20, mid December,mid March, 09:15,16:10
671,Říčky v Orlických horách,Europe, Czech_Republic,740,992,4.0,1.5,1.5,1.0,,4.0,,,,,mid March, 08:00,16:00
672,Rarău   Câmpulung Moldovenesc,Europe, Romania,775,1225,4.2,1.4,2.8,0.0,,,,,,,,,
673,Vigiljoch (Monte San Vigilio)   Lana,Europe, Italia,1486,1814,3.4,1.4,2.0,0.0,,4.0,16.0, 2021-12-25,2022-03-06, depending on snow conditions,, 09:00,17:00Limited opening times during the week
674,Silberberg   Bodenmais,Europe, Deutschland,750,955,2.0,2.0,0.0,0.0,,2.0,20.0, 2021-12-18,2022-03-20, late December,, 09:00,16:00
675,Altastenberg,Europe, Deutschland,600,800,10.9,4.1,2.7,4.1,1.0,7.0,26.0, 2021-12-18,2022-03-13, mid December,, 09:00,16:30
676,Kirchdorf,Europe, Deutschland,640,780,5.0,5.0,0.0,0.0,,3.0,29.5, 2021-12-11,2022-03-20, mid December,, 10:00,16:00
677,Manzaneda,Europe, España,1505,1760,10.0,8.0,2.0,0.0,,6.0,,,,,,,
678,Roháče   Spálená,Europe,error,1030,1498,5.7,2.9,2.5,0.3,,5.0,,,, mid December,, 09:00,16:00
679,Lac Blanc,Europe, Romania,868,1211,14.0,8.0,5.0,1.0,,9.0,25.5, 2021-12-11,2022-03-27, early December,, 09:00,16:45
680,Axalp ob Brienz,Europe, Switzerland,1400,2000,15.0,11.0,1.5,2.5,3.0,4.0,,,,,,,
681,Rothwald/Wasenalp (Simplon Pass),Europe,error,1750,2270,25.0,5.0,15.0,5.0,,3.0,,,,,, 09:00,16:00
682,Krinnenalpe   Nesselwängle,Europe, Austria,1150,1671,13.0,5.0,7.0,1.0,2.0,5.0,41.0, 2021-12-18,2022-03-20, mid December,, 09:10,16:20
683,Valdelinares (Sierra de Gúdar),Europe, España,1737,1979,17.0,10.0,7.0,0.0,,9.0,,,, early December,, 08:30,17:00
684,Jaworzyna Krynicka,Europe, Poland,644,1114,8.4,0.9,6.5,1.0,,8.0,24.0, 2021-12-11,2022-03-27, early December,, 09:00,18:00
685,Chelmos   Kalavrita,Europe,error,1700,2325,12.2,4.8,5.8,1.6,,8.0,,,,,,,
686,Crêt Béni/La Combe   La Chapelle d'Abondance,Europe,error,1020,1630,10.0,4.0,6.0,0.0,,7.0,,,, mid December,, 08:30,16:30
687,Pec pod Sněžkou,Europe, Czech_Republic,830,1215,13.0,5.1,7.4,0.5,,12.0,31.0, 2021-12-11,2022-04-03, early December,, 08:30,16:00
688,Pilsko   Korbielów,Europe, Poland,750,1557,8.0,2.0,5.0,1.0,,11.0,25.0, 2021-12-11,2022-03-27, early December,, 09:00,16:00
689,Zahmer Kaiser   Walchsee,Europe, Austria,600,1200,13.0,11.0,2.0,0.0,,3.0,28.0, 2021-12-18,2022-03-13, mid December,, 09:00,16:00
